alg	cnt	n	e	m	k	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	exit_status	nr	|a|	|b|	r	H	k	md	pr	bf	d-f	seeds	matches	f-match	expanded	explored	greedy	dbl	ret	prunes	shift	band	precom	align	prune	ed	h0	h_ops
pa	100000	100	0.01			0.8869	0:00:00	5.32	18.05	0.78	1.70	0.00	0.00	0.00	0.49	ok	100000	100	99	0.00	GapSeed	31	0	1	0	Gap	3	2	2	101	102	99	0	0	2	1	1.02	0.00	0.00	0.00	1	1	61
pa	10000	1000	0.2			11.1709	0:00:11	7.60	18.51	2.41	2.76	1.61	0.00	91.04	10.65	ok	10000	1000	999	0.00	GapSeed	8	1	1	0	Gap	125	277	277	1951	2596	1212	10	884	84	0	2.60	0.48	0.62	0.12	157	138	17014
edlib	10000	1000	0.2			2.7429	0:00:02	7.31	19.21	1.30	1.68	16.75	0.00	75.45	2.56	ok
biwfa	10000	1000	0.2			2.3891	0:00:02	18.29	38.34	13.04	13.51	0.00	0.00	64.47	2.03	ok
pa	3333	3000	0.01			0.8314	0:00:00	7.32	18.23	2.08	2.42	12.11	0.00	0.00	0.49	ok	3333	3000	2999	0.00	GapSeed	31	0	1	0	Gap	96	72	72	3041	3111	3000	0	0	72	43	1.04	0.10	0.14	0.02	27	24	3128
edlib	3333	3000	0.01			3.8451	0:00:03	7.52	19.49	1.51	1.90	0.00	0.00	80.88	3.60	ok
biwfa	3333	3000	0.01			0.1591	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok
pa	3333	3000	0.05			1.7040	0:00:01	7.55	18.42	1.24	2.12	17.86	0.00	61.08	1.55	ok	3333	3000	3000	0.00	GapSeed	11	0	1	0	Gap	272	170	170	3450	3889	3115	0	101	167	65	1.30	0.16	0.34	0.04	132	109	12310
edlib	3333	3000	0.05			4.5742	0:00:04	7.64	19.50	1.55	1.93	0.00	0.00	80.01	4.14	ok
biwfa	3333	3000	0.05			0.7004	0:00:00	25.69	46.51	20.36	20.83	0.00	0.00	0.00	0.49	ok
pa	3333	3000	0.1			3.3357	0:00:03	7.70	18.61	1.35	2.22	18.11	0.00	75.26	2.98	ok	3333	3000	2999	0.00	GapSeed	7	0	1	0	Gap	428	256	256	4335	5313	3375	0	807	236	67	1.77	0.22	0.76	0.08	254	202	24076
edlib	3333	3000	0.1			4.8922	0:00:04	7.58	19.50	1.54	1.90	0.00	0.00	83.39	4.55	ok
biwfa	3333	3000	0.1			2.1751	0:00:02	27.62	50.51	22.37	22.84	0.00	0.00	70.33	2.01	ok
pa	3333	3000	0.2			12.4451	0:00:12	8.20	19.11	3.00	3.35	6.48	0.00	91.67	11.89	ok	3333	3000	3000	0.00	GapSeed	8	1	1	0	Gap	375	983	983	5999	7961	3689	33	4116	254	0	2.65	1.36	2.32	0.53	471	414	87281
edlib	3333	3000	0.2			5.2183	0:00:05	7.60	19.50	1.58	1.96	10.88	0.00	77.82	4.55	ok
biwfa	3333	3000	0.2			6.3860	0:00:06	19.88	42.35	14.72	15.18	0.00	0.00	89.42	6.19	ok
pa	1000	10000	0.01			0.8467	0:00:00	8.06	18.49	2.37	2.73	11.98	0.00	0.00	0.49	ok	1000	10000	9999	0.00	GapSeed	31	0	1	0	Gap	322	244	244	10150	10388	10011	0	4	242	145	1.04	0.34	0.45	0.06	91	82	11501
edlib	1000	10000	0.01			6.1253	0:00:06	7.35	19.28	1.38	1.77	0.00	0.00	85.04	5.70	ok
biwfa	1000	10000	0.01			0.1885	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok
pa	1000	10000	0.05			1.8170	0:00:01	7.48	18.81	1.57	2.43	16.48	0.00	55.61	1.50	ok	1000	10000	9999	0.00	GapSeed	11	0	1	0	Gap	909	572	572	11588	13068	10434	0	402	560	218	1.31	0.55	1.21	0.15	441	364	37392
edlib	1000	10000	0.05			7.2341	0:00:07	7.26	19.29	1.13	1.53	0.00	0.00	85.57	6.68	ok
biwfa	1000	10000	0.05			1.9173	0:00:01	19.11	46.52	13.63	14.13	0.00	0.00	52.70	1.49	ok
pa	1000	10000	0.1			4.3246	0:00:04	8.46	19.40	3.20	3.55	2.12	0.00	84.63	4.15	ok	1000	10000	10001	0.00	GapSeed	8	0	1	0	Gap	1250	678	678	18232	22211	13162	0	8710	631	151	2.22	0.61	3.67	0.25	848	647	124919
edlib	1000	10000	0.1			8.3437	0:00:08	7.33	19.29	1.42	1.78	13.73	0.00	87.60	7.80	ok
biwfa	1000	10000	0.1			5.7956	0:00:05	15.86	42.37	10.54	11.02	2.88	0.00	86.78	5.51	ok
pa	1000	10000	0.2			15.7289	0:00:15	10.91	21.88	5.62	5.98	0.48	0.00	90.29	14.68	ok	1000	10000	9999	0.00	GapSeed	9	1	1	0	Gap	1111	2495	2495	27591	35525	15290	174	31048	708	0	3.55	4.07	11.54	1.58	1570	1337	459640
edlib	1000	10000	0.2			10.9683	0:00:10	7.30	19.30	1.43	1.80	17.88	0.00	88.89	10.23	ok
biwfa	1000	10000	0.2			14.9592	0:00:14	13.44	38.36	8.28	8.75	0.00	0.00	94.25	14.61	ok
pa	333	30000	0.01			0.8646	0:00:00	8.17	18.89	2.74	3.10	11.61	0.00	0.00	0.49	ok	333	30000	29998	0.00	GapSeed	31	0	1	0	Gap	967	733	733	30462	31181	30044	0	15	730	436	1.04	1.12	1.34	0.17	273	244	33415
edlib	333	30000	0.01			8.0754	0:00:08	7.33	19.46	1.51	1.88	0.00	0.00	89.54	7.72	ok
biwfa	333	30000	0.01			0.3324	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok
pa	333	30000	0.05			1.8647	0:00:01	9.24	20.22	3.92	4.28	16.23	0.00	55.24	1.51	ok	333	30000	29996	0.00	GapSeed	12	0	1	0	Gap	2500	1506	1506	36438	41244	32324	0	2171	1475	528	1.37	1.53	3.90	0.41	1322	1069	116211
edlib	333	30000	0.05			11.5180	0:00:11	7.50	19.29	1.47	1.84	0.00	0.00	90.20	10.88	ok
biwfa	333	30000	0.05			4.0400	0:00:04	15.24	42.50	9.75	10.25	0.00	0.00	76.23	3.57	ok
pa	333	30000	0.1			5.1832	0:00:05	10.16	21.05	4.82	5.17	17.61	0.00	80.05	4.62	ok	333	30000	30003	0.00	GapSeed	8	0	1	0	Gap	3750	2168	2168	55098	67079	39664	0	34350	1895	426	2.24	2.03	13.30	1.10	2544	1939	425324
edlib	333	30000	0.1			16.1296	0:00:16	7.55	19.45	1.48	1.84	0.00	0.00	92.56	15.41	ok
biwfa	333	30000	0.1			13.3167	0:00:13	16.52	46.50	10.96	11.47	0.00	0.00	93.04	12.88	ok
pa	333	30000	0.2			24.0355	0:00:24	16.61	27.72	11.36	11.71	12.61	0.00	61.57	15.28	ok	333	30000	29994	0.00	GapSeed	9	1	1	0	Gap	3333	10756	10756	82811	106638	45879	525	117666	2123	0	3.55	18.92	52.53	13.20	4711	4014	3116966
edlib	333	30000	0.2			24.5705	0:00:24	7.68	19.46	1.50	1.87	0.00	0.00	61.49	15.60	ok
biwfa	333	30000	0.2			42.0455	0:00:42	12.26	38.35	6.65	7.16	0.00	0.00	35.72	15.51	ok
pa	100	100000	0.01			0.8729	0:00:00	10.02	20.89	4.67	5.03	11.48	0.00	0.00	0.48	ok	100	100000	99993	0.00	GapSeed	31	0	1	0	Gap	3225	2446	2446	101552	103949	100161	0	52	2435	1455	1.04	3.79	4.49	0.63	909	815	105958
edlib	100	100000	0.01			11.9275	0:00:11	8.43	20.45	2.38	2.77	0.00	0.00	90.89	11.33	ok
biwfa	100	100000	0.01			0.8331	0:00:00	15.62	42.64	10.36	10.86	0.00	0.00	0.00	0.49	ok
pa	100	100000	0.05			1.9584	0:00:01	12.91	24.41	7.27	7.64	15.48	0.00	52.61	1.51	ok	100	100000	100003	0.00	GapSeed	12	0	1	0	Gap	8333	5020	5020	121664	137766	107850	0	7421	4913	1760	1.38	5.14	13.90	1.37	4409	3567	391947
edlib	100	100000	0.05			26.8168	0:00:26	8.17	20.34	2.12	2.50	0.00	0.00	56.42	15.62	ok
biwfa	100	100000	0.05			11.9278	0:00:11	16.20	46.65	10.96	11.43	0.00	0.00	92.04	11.49	ok
pa	100	100000	0.1			9.5351	0:00:09	21.74	33.15	16.49	16.85	17.34	0.00	90.93	9.15	ok	100	100000	100011	0.00	GapSeed	9	0	1	0	Gap	11111	5780	5780	264729	315644	172810	0	294939	5145	973	3.16	6.06	88.08	3.75	8475	6214	2874753
edlib	100	100000	0.1			43.9523	0:00:43	8.05	20.37	2.38	2.74	1.73	0.00	34.31	15.56	ok
biwfa	100	100000	0.1			40.9634	0:00:40	14.55	38.49	9.16	9.63	0.00	0.00	36.32	15.36	ok
pa	100	100000	0.2			38.3822	0:00:38	43.15	53.94	37.76	38.20	7.98	0.00	39.01	15.46	ok	100	100000	100000	0.00	GapSeed	10	1	1	0	Gap	10000	27417	27417	436684	537379	214463	3105	914188	6084	0	5.37	71.02	310.23	43.07	15708	12950	19689978
edlib	100	100000	0.2			49.7799	0:00:49	7.95	20.43	2.22	2.58	0.00	0.00	90.62	45.58	ok
biwfa	100	100000	0.2			133.0738	0:02:13	15.24	38.49	9.66	10.17	0.00	0.00	78.96	105.57	ok
pa	33	300000	0.01			0.8899	0:00:00	17.76	31.62	12.49	12.85	11.61	0.00	0.00	0.47	ok	33	300000	300013	0.00	GapSeed	31	0	1	0	Gap	9677	7339	7339	304532	311720	300381	0	162	7307	4357	1.04	12.06	13.23	1.85	2728	2445	318775
edlib	33	300000	0.01			18.3360	0:00:18	9.77	21.82	3.77	4.13	0.00	0.00	82.73	15.64	ok
biwfa	33	300000	0.01			2.1230	0:00:02	21.70	47.45	16.19	16.69	0.00	0.00	72.99	2.04	ok
pa	33	300000	0.05			2.2267	0:00:02	17.16	29.09	12.03	12.38	18.48	0.00	69.61	2.02	ok	33	300000	300016	0.00	GapSeed	13	0	1	0	Gap	23076	13287	13287	388423	440979	338267	0	39838	13008	4260	1.47	15.68	49.76	5.00	13221	10485	1326796
edlib	33	300000	0.05			46.5983	0:00:46	9.80	21.87	3.71	4.09	0.00	0.00	96.67	45.54	ok
biwfa	33	300000	0.05			34.1409	0:00:34	20.63	47.44	15.32	15.82	0.00	0.00	44.52	15.69	ok
pa	33	300000	0.1			12.4299	0:00:12	41.38	52.72	36.09	36.45	18.88	0.00	91.63	11.87	ok	33	300000	299973	0.00	GapSeed	9	0	1	0	Gap	33333	19991	19991	785766	937966	515203	0	1096895	15400	2451	3.13	22.21	350.36	27.12	25440	18676	13903273
edlib	33	300000	0.1			82.8889	0:01:22	9.52	21.82	3.64	4.00	0.00	0.00	90.50	75.51	ok
biwfa	33	300000	0.1			121.0041	0:02:01	22.47	51.45	17.02	17.48	0.00	0.00	86.69	105.38	ok
pa	33	300000	0.2			87.9794	0:01:27	102.24	118.66	96.91	97.26	16.73	0.00	85.24	75.47	ok	33	300000	299982	0.00	GapSeed	10	1	1	0	Gap	30000	156345	156345	1298143	1599262	639849	9147	3222205	18236	0	5.33	422.53	2208.18	944.62	47114	38846	232411200
edlib	33	300000	0.2			154.9538	0:02:34	9.61	21.77	3.61	3.98	0.00	0.00	86.85	135.08	ok
biwfa	33	300000	0.2			407.3706	0:06:47	29.02	59.61	23.60	24.11	0.00	0.00	99.40	405.43	ok
pa	10	1000000	0.01			0.9545	0:00:00	27.20	38.25	21.82	22.19	11.61	0.00	0.00	0.48	ok	10	1000000	1000006	0.00	GapSeed	31	0	1	0	Gap	32258	24473	24473	1015277	1039352	1001349	0	497	24362	14551	1.04	41.74	48.69	7.18	9102	8153	1131220
edlib	10	1000000	0.01			46.1974	0:00:46	15.78	29.02	10.04	10.40	0.00	0.00	96.99	45.29	ok
biwfa	10	1000000	0.01			6.4408	0:00:06	36.20	60.27	30.80	31.31	0.00	0.00	89.27	6.24	ok
pa	10	1000000	0.05			2.4062	0:00:02	47.28	70.50	42.04	42.40	17.36	0.00	64.39	2.03	ok	10	1000000	1000030	0.00	GapSeed	13	0	1	0	Gap	76923	44321	44321	1290203	1465299	1124756	0	136117	43345	14138	1.47	61.67	171.74	17.73	44117	34995	4490482
edlib	10	1000000	0.05			153.4378	0:02:33	16.68	29.24	10.49	10.88	0.00	0.00	88.03	135.56	ok
biwfa	10	1000000	0.05			121.5527	0:02:01	39.85	64.62	34.48	34.98	0.00	0.00	86.16	105.24	ok
pa	10	1000000	0.1			17.8960	0:00:17	234.38	245.35	229.20	229.55	17.36	0.00	84.65	15.61	ok	10	1000000	1000010	0.00	GapSeed	14	1	1	0	Gap	71428	148386	148386	1594863	1958111	1199791	3535	1848403	48480	0	1.96	1031.79	737.60	67.58	84867	74829	18862390
edlib	10	1000000	0.1			294.9674	0:04:54	16.35	29.34	10.45	10.84	0.00	0.00	96.60	285.46	ok
biwfa	10	1000000	0.1			415.7639	0:06:55	51.32	76.59	45.71	46.21	0.00	0.00	97.28	404.92	ok
pa	10	1000000	0.2			195.4534	0:03:15	343.39	400.09	337.92	338.27	17.36	0.00	84.27	165.19	ok	10	1000000	999914	0.00	GapSeed	11	1	1	0	Gap	90909	398811	398811	8470142	9843964	3588177	66951	30967568	54757	0	9.84	1598.23	17831.61	3837.65	157166	125243	1783298304
edlib	10	1000000	0.2			572.7846	0:09:32	16.48	29.52	10.39	10.78	0.00	0.00	96.88	555.39	ok
biwfa	10	1000000	0.2			1000.0174	0:16:40	52.36	76.60	46.77	47.28	0.00	0.00	97.35	974.19	timeout 1000s
pa	3	3000000	0.01			1.1312	0:00:01	94.49	112.82	89.14	89.50	17.17	0.00	45.98	0.99	ok	3	3000000	3000011	0.00	GapSeed	31	0	1	0	Gap	96774	73458	73458	3048965	3121629	3006484	0	1700	73144	43785	1.04	138.08	217.18	25.81	27301	24363	3625591
edlib	3	3000000	0.01			78.4705	0:01:18	33.85	48.80	28.01	28.39	0.00	0.00	95.57	75.48	ok
biwfa	3	3000000	0.01			17.4161	0:00:17	89.44	108.30	84.05	84.52	0.00	0.00	86.06	15.48	ok
pa	3	3000000	0.05			2.6387	0:00:02	172.60	190.98	167.61	167.96	17.17	0.00	79.18	2.57	ok	3	3000000	3000074	0.00	GapSeed	14	0	1	0	Gap	214285	118081	118081	4210246	4785404	3591162	0	782210	115536	34598	1.60	189.75	669.45	56.12	132115	102719	16186568
edlib	3	3000000	0.05			498.4997	0:08:18	33.44	48.14	27.32	27.70	0.00	0.00	99.24	495.25	ok
biwfa	3	3000000	0.05			330.3340	0:05:30	106.07	128.78	100.57	101.07	0.00	0.00	95.25	315.13	ok
pa	3	3000000	0.1			19.1122	0:00:19	714.03	736.27	708.86	709.20	17.17	0.00	78.75	15.53	ok	3	3000000	2999888	0.00	GapSeed	15	1	1	0	Gap	200000	383544	383544	5418633	6620530	3923178	12887	8071005	130450	0	2.21	3403.70	2897.99	182.95	254522	220743	73094624
edlib	3	3000000	0.1			586.2971	0:09:46	33.64	48.03	27.76	28.13	0.00	0.00	99.57	584.28	ok
biwfa	3	3000000	0.1			1000.0209	0:16:40	106.71	135.36	101.48	101.96	0.00	0.00	97.28	973.29	timeout 1000s
pa	1	10000000	0.01			1.2659	0:00:01	250.69	281.85	245.29	245.65	19.07	0.00	40.28	0.98	ok	1	10000000	10000176	0.00	GapSeed	31	0	1	0	Gap	322580	245034	245034	10152620	10392482	10013944	0	4748	243921	146116	1.04	549.36	643.41	96.91	90863	81256	12855407
edlib	1	10000000	0.01			300.6499	0:05:00	94.84	116.71	88.96	89.34	0.00	0.00	94.85	285.58	ok
biwfa	1	10000000	0.01			104.5581	0:01:44	152.80	219.68	147.29	147.79	0.00	0.00	71.74	75.51	ok
pa	1	10000000	0.05			3.3551	0:00:03	503.14	574.38	498.57	498.91	0.00	0.00	78.38	3.11	ok	1	10000000	10000233	0.00	GapSeed	14	0	1	0	Gap	714285	394966	394966	14085121	16012360	12001445	0	2635991	385179	115030	1.60	725.72	2569.78	212.75	440630	342268	55166608
edlib	1	10000000	0.05			1000.0191	0:16:40	89.12	116.69	83.19	83.56	0.00	0.00	97.39	974.28	timeout 1000s
biwfa	1	10000000	0.05			1000.0221	0:16:40	185.74	260.49	180.47	180.94	0.00	0.00	97.36	974.08	timeout 1000s
pa	1	10000000	0.1			27.2842	0:00:27	2301.40	2366.15	2297.00	2297.36	19.07	0.00	59.56	16.73	ok	1	10000000	9999556	0.00	GapSeed	15	1	1	0	Gap	666666	1336932	1336932	18009958	22007068	13055512	43676	30130262	434756	0	2.20	13866.74	13215.10	833.01	847430	735194	297514176
edlib	1	10000000	0.1			1000.0193	0:16:40	88.96	113.71	83.11	83.48	0.00	0.00	97.38	974.35	timeout 1000s
biwfa	1	10000000	0.1			1000.0294	0:16:40	219.19	309.75	213.85	214.35	0.00	0.00	97.42	974.89	timeout 1000s
