alg	model	cnt	n	e	m	k	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	exit_status	nr	|a|	|b|	r	H	k	m	pr	bf	d-f	seeds	matches	f-match	expanded	explored	greedy	dbl	ret	prunes	shift	band	t	t_std	precom	align	prune	trace	ed	h0	h0end
dijkstra	synthetic	1000	10000	0.2			20.9229	0:00:20	379.00	463.12	373.77	374.28	0.00	0.00	71.49	15.44	ok	3	10000	10025	0.00	Zero	0	0	0	0		0	0	0	24192879	24208028	12171058	0	0	0	0	2414.69	6964.73	117.21	0.00	6962.51	0.00	2.23	1582	0	0
cp-sh-noprune	synthetic	1000	10000	0.01	0	12	2.5959	0:00:02	10.84	21.95	3.55	4.11	0.00	0.00	59.78	2.06	ok	1000	10000	10000	0.00	SH	12	0	0	0	Zero	832	751	751	21602	22763	16442	5	0	0	0	2.28	2.56	1.13	0.42	1.67	0.00	0.47	91	81	81
cp-csh-noprune	synthetic	1000	10000	0.01	0	12	2.5316	0:00:02	10.16	21.64	3.31	3.82	0.00	0.00	58.86	1.99	ok	1000	10000	10000	0.00	GapSeed	12	0	0	0	Zero	833	752	752	18736	19735	14788	14	0	0	0	1.97	2.44	1.16	0.58	1.37	0.00	0.49	91	82	82
cp-csh+gap-noprune	synthetic	1000	10000	0.01	0	12	1.5225	0:00:01	10.56	21.61	3.16	3.70	0.00	0.00	33.50	0.98	ok	1000	10000	10000	0.00	GapSeed	12	0	0	0	Gap	833	752	752	11476	11825	10269	0	0	0	0	1.18	1.45	0.71	0.57	0.43	0.00	0.44	91	87	87
cp-sh	synthetic	1000	10000	0.01	0	12	1.2380	0:00:01	10.47	21.64	3.25	3.83	0.00	0.00	41.19	1.00	ok	1000	10000	10000	0.00	SH	12	0	1	0	Zero	832	751	751	10671	10939	9633	0	222	748	0	1.09	1.20	0.63	0.45	0.38	0.00	0.37	91	81	829
cp-csh	synthetic	1000	10000	0.01	0	12	1.7033	0:00:01	10.12	21.56	3.10	3.73	0.00	0.00	58.71	1.48	ok	1000	10000	10000	0.00	GapSeed	12	0	1	0	Zero	833	752	752	10618	10876	9590	0	0	748	731	1.09	1.66	0.75	0.59	0.70	0.17	0.37	91	82	829
cp-csh+gap	synthetic	1000	10000	0.01	0	12	1.6024	0:00:01	10.47	21.56	3.07	3.60	0.00	0.00	63.03	1.50	ok	1000	10000	10000	0.00	GapSeed	12	0	1	0	Gap	833	752	752	10149	10338	9216	0	0	748	613	1.03	1.56	0.72	0.56	0.66	0.18	0.34	91	87	830
cp-sh-noprune	synthetic	1000	10000	0.01	1	12	20.0360	0:00:20	31.25	42.38	24.06	24.61	0.00	0.00	73.87	15.26	ok	260	10000	10000	0.00	SH	12	1	0	0	Zero	799	796	796	397014	405224	202784	25	0	0	0	40.52	76.94	12.04	3.31	72.73	0.00	0.91	91	6	6
cp-csh-noprune	synthetic	1000	10000	0.01	1	12	5.6917	0:00:05	12.54	23.71	5.22	5.75	0.00	0.00	81.18	5.11	ok	1000	10000	10000	0.00	GapSeed	12	1	0	0	Zero	833	3906	3906	14117	14758	11969	9	0	0	0	1.48	5.46	1.00	4.21	0.78	0.00	0.47	91	86	86
cp-csh+gap-noprune	synthetic	1000	10000	0.01	1	12	5.2491	0:00:05	12.52	23.77	5.33	5.87	0.00	0.00	85.54	4.97	ok	1000	10000	10000	0.00	GapSeed	12	1	0	0	Gap	833	3906	3869	10119	10304	9192	0	0	0	0	1.03	5.02	1.52	4.34	0.35	0.00	0.32	91	91	91
cp-sh	synthetic	1000	10000	0.01	1	12	3.9639	0:00:03	11.92	23.20	4.78	5.30	0.00	0.00	77.69	3.55	ok	1000	10000	10000	0.00	SH	12	1	1	0	Zero	799	796	796	10743	11023	9685	0	442	795	0	1.10	3.91	0.93	3.08	0.44	0.00	0.39	91	7	1598
cp-csh	synthetic	1000	10000	0.01	1	12	6.4475	0:00:06	12.45	23.68	5.26	6.19	0.00	0.00	87.16	6.11	ok	1000	10000	10000	0.00	GapSeed	12	1	1	0	Zero	833	3906	3906	10606	10861	9581	0	0	2322	1408	1.09	6.39	0.94	4.18	1.83	1.23	0.38	91	86	1645
cp-csh+gap	synthetic	1000	10000	0.01	1	12	6.2697	0:00:06	12.46	23.68	5.38	5.92	0.00	0.00	81.02	5.60	ok	1000	10000	10000	0.00	GapSeed	12	1	1	0	Gap	833	3906	3869	10114	10299	9188	0	0	2322	1316	1.03	6.22	1.18	4.36	1.52	0.98	0.34	91	91	1649
cp-sh-noprune	synthetic	1000	10000	0.01	0	13	2.4927	0:00:02	10.85	21.97	3.55	4.09	0.00	0.00	60.99	2.01	ok	1000	10000	10000	0.00	SH	13	0	0	0	Zero	768	687	687	21481	22612	16594	5	0	0	0	2.26	2.45	1.00	0.43	1.56	0.00	0.47	91	81	81
cp-csh-noprune	synthetic	1000	10000	0.01	0	13	2.3871	0:00:02	10.94	21.98	3.55	4.08	0.00	0.00	64.14	2.01	ok	1000	10000	10000	0.00	GapSeed	13	0	0	0	Zero	769	688	688	18938	19927	15096	13	0	0	0	1.99	2.31	1.18	0.50	1.34	0.00	0.47	91	82	82
cp-csh+gap-noprune	synthetic	1000	10000	0.01	0	13	1.4081	0:00:01	10.47	21.57	3.14	3.68	0.00	0.00	36.23	1.00	ok	1000	10000	10000	0.00	GapSeed	13	0	0	0	Gap	769	688	688	11715	12080	10534	0	0	0	0	1.21	1.33	0.68	0.48	0.43	0.00	0.42	91	87	87
cp-sh	synthetic	1000	10000	0.01	0	13	1.1830	0:00:01	10.29	21.64	3.25	3.77	0.00	0.00	41.10	1.02	ok	1000	10000	10000	0.00	SH	13	0	1	0	Zero	768	687	687	10713	10982	9737	0	222	684	0	1.10	1.14	0.49	0.41	0.38	0.00	0.35	91	81	766
cp-csh	synthetic	1000	10000	0.01	0	13	1.4978	0:00:01	10.20	21.55	3.04	3.56	0.00	0.00	34.04	1.01	ok	1000	10000	10000	0.00	GapSeed	13	0	1	0	Zero	769	688	688	10660	10919	9693	0	0	684	669	1.09	1.45	0.33	0.47	0.65	0.15	0.34	91	82	766
cp-csh+gap	synthetic	1000	10000	0.01	0	13	1.4359	0:00:01	10.51	21.36	3.06	3.64	0.00	0.00	36.21	1.02	ok	1000	10000	10000	0.00	GapSeed	13	0	1	0	Gap	769	688	688	10159	10350	9289	0	0	684	552	1.04	1.40	0.35	0.48	0.60	0.16	0.32	91	87	766
cp-sh-noprune	synthetic	1000	10000	0.01	1	13	20.0510	0:00:20	31.25	42.29	23.92	24.86	0.00	0.00	74.31	15.40	ok	265	10000	10000	0.00	SH	13	1	0	0	Zero	760	756	756	390891	398843	201933	27	0	0	0	39.88	75.54	12.16	3.37	71.23	0.00	0.94	91	8	8
cp-csh-noprune	synthetic	1000	10000	0.01	1	13	5.4610	0:00:05	12.43	23.63	5.25	5.77	0.00	0.00	83.33	5.03	ok	1000	10000	10000	0.00	GapSeed	13	1	0	0	Zero	769	3552	3552	13876	14480	11935	7	0	0	0	1.45	5.23	1.29	4.10	0.70	0.00	0.43	91	87	87
cp-csh+gap-noprune	synthetic	1000	10000	0.01	1	13	4.9592	0:00:04	12.58	23.62	5.26	5.79	0.00	0.00	82.68	4.58	ok	1000	10000	10000	0.00	GapSeed	13	1	0	0	Gap	769	3552	3541	10129	10316	9265	0	0	0	0	1.03	4.75	0.98	4.12	0.32	0.00	0.31	91	91	91
cp-sh	synthetic	1000	10000	0.01	1	13	3.9450	0:00:03	11.83	23.20	4.77	5.29	0.00	0.00	76.30	3.50	ok	1000	10000	10000	0.00	SH	13	1	1	0	Zero	760	756	756	10788	11070	9791	0	447	756	0	1.11	3.90	1.32	3.08	0.46	0.00	0.36	91	8	1520
cp-csh	synthetic	1000	10000	0.01	1	13	6.0018	0:00:06	12.65	23.58	5.24	5.77	0.00	0.00	85.01	5.62	ok	1000	10000	10000	0.00	GapSeed	13	1	1	0	Zero	769	3552	3552	10645	10901	9681	0	0	2130	1325	1.09	5.94	1.25	4.05	1.52	0.97	0.37	91	87	1521
cp-csh+gap	synthetic	1000	10000	0.01	1	13	5.7995	0:00:05	12.30	23.64	5.22	5.80	0.00	0.00	89.14	5.68	ok	1000	10000	10000	0.00	GapSeed	13	1	1	0	Gap	769	3552	3541	10118	10303	9255	0	0	2130	1198	1.03	5.74	0.73	4.04	1.38	0.88	0.32	91	91	1522
cp-sh-noprune	synthetic	1000	10000	0.02	0	12	18.0355	0:00:18	15.70	26.69	8.26	8.82	0.00	0.00	79.84	14.87	ok	1000	10000	10000	0.00	SH	12	0	0	0	Zero	832	678	678	110882	116025	64782	81	0	0	0	11.60	17.98	6.66	0.52	16.78	0.00	0.68	181	154	154
cp-csh-noprune	synthetic	1000	10000	0.02	0	12	15.3093	0:00:15	15.57	26.63	8.25	8.77	0.00	0.00	94.06	14.88	ok	1000	10000	10000	0.00	GapSeed	12	0	0	0	Zero	833	679	679	93157	98033	55815	185	0	0	0	9.80	15.17	5.69	0.56	13.97	0.00	0.63	181	156	156
cp-csh+gap-noprune	synthetic	1000	10000	0.02	0	12	4.2112	0:00:04	10.84	21.97	3.60	4.13	0.00	0.00	85.96	4.10	ok	1000	10000	10000	0.00	GapSeed	12	0	0	0	Gap	833	679	679	31270	33781	23348	16	0	0	0	3.38	4.11	1.57	0.54	3.07	0.00	0.51	181	166	166
cp-sh	synthetic	1000	10000	0.02	0	12	1.5442	0:00:01	10.38	21.69	3.25	3.78	0.00	0.00	31.72	0.97	ok	1000	10000	10000	0.00	SH	12	0	1	0	Zero	832	678	678	11469	12027	10184	2	607	672	0	1.20	1.51	0.92	0.44	0.57	0.00	0.49	181	154	827
cp-csh	synthetic	1000	10000	0.02	0	12	1.9810	0:00:01	10.28	21.54	3.18	3.70	0.00	0.00	53.00	1.56	ok	1000	10000	10000	0.00	GapSeed	12	0	1	0	Zero	833	679	679	11359	11896	10095	2	1	673	643	1.19	1.94	0.27	0.53	0.76	0.16	0.65	181	156	827
cp-csh+gap	synthetic	1000	10000	0.02	0	12	2.1146	0:00:02	10.48	21.54	3.07	3.82	0.00	0.00	68.56	1.93	ok	1000	10000	10000	0.00	GapSeed	12	0	1	0	Gap	833	679	679	10450	10849	9388	1	2	673	450	1.08	2.07	1.26	0.65	0.84	0.20	0.58	181	166	827
cp-sh-noprune	synthetic	1000	10000	0.02	1	12	20.0793	0:00:20	52.67	63.87	45.47	46.02	0.00	0.00	74.11	15.37	ok	52	10000	10001	0.00	SH	12	1	0	0	Zero	798	786	786	1588121	1608452	772539	401	0	0	0	160.82	385.52	52.11	3.31	380.86	0.00	1.35	180	25	25
cp-csh-noprune	synthetic	1000	10000	0.02	1	12	8.2690	0:00:08	13.43	24.39	6.04	6.56	0.00	0.00	87.22	7.69	ok	1000	10000	10000	0.00	GapSeed	12	1	0	0	Zero	833	3629	3629	31686	33943	22777	99	0	0	0	3.39	8.03	2.06	4.21	3.33	0.00	0.50	181	170	170
cp-csh+gap-noprune	synthetic	1000	10000	0.02	1	12	5.3043	0:00:05	12.60	23.72	5.29	5.84	0.00	0.00	87.37	5.11	ok	1000	10000	10000	0.00	GapSeed	12	1	0	0	Gap	833	3629	3591	10740	11170	9626	0	0	0	0	1.12	5.08	1.26	4.20	0.46	0.00	0.42	181	180	180
cp-sh	synthetic	1000	10000	0.02	1	12	4.1809	0:00:04	12.02	23.21	4.77	5.31	0.00	0.00	86.57	4.12	ok	1000	10000	10000	0.00	SH	12	1	1	0	Zero	799	787	787	11690	12284	10341	0	1227	785	0	1.23	4.14	0.15	3.12	0.69	0.00	0.33	181	25	1596
cp-csh	synthetic	1000	10000	0.02	1	12	7.1938	0:00:07	12.57	23.59	5.23	5.83	0.00	0.00	83.01	6.45	ok	1000	10000	10000	0.00	GapSeed	12	1	1	0	Zero	833	3629	3629	11279	11801	10037	2	0	2158	1236	1.18	7.13	1.87	4.32	2.00	1.22	0.80	181	170	1632
cp-csh+gap	synthetic	1000	10000	0.02	1	12	6.3993	0:00:06	12.69	23.59	5.20	5.73	0.00	0.00	87.67	6.11	ok	1000	10000	10000	0.00	GapSeed	12	1	1	0	Gap	833	3629	3591	10287	10662	9259	0	0	2158	1045	1.07	6.34	1.22	4.29	1.62	1.01	0.44	181	180	1635
cp-sh-noprune	synthetic	1000	10000	0.02	0	13	17.3013	0:00:17	15.21	26.52	8.08	8.61	0.00	0.00	86.35	15.43	ok	1000	10000	10000	0.00	SH	13	0	0	0	Zero	768	615	615	114839	120001	67791	83	0	0	0	12.00	17.25	6.00	0.51	16.10	0.00	0.65	181	153	153
cp-csh-noprune	synthetic	1000	10000	0.02	0	13	15.4474	0:00:15	15.70	26.54	8.21	8.75	0.00	0.00	94.45	15.06	ok	1000	10000	10000	0.00	GapSeed	13	0	0	0	Zero	769	615	615	98977	103937	59701	185	0	0	0	10.39	15.35	5.40	0.47	14.24	0.00	0.64	181	156	156
cp-csh+gap-noprune	synthetic	1000	10000	0.02	0	13	4.6843	0:00:04	11.57	22.60	4.20	4.81	0.00	0.00	75.57	4.02	ok	1000	10000	10000	0.00	GapSeed	13	0	0	0	Gap	769	615	615	35168	37924	26092	19	0	0	0	3.79	4.60	2.18	0.48	3.62	0.00	0.50	181	165	165
cp-sh	synthetic	1000	10000	0.02	0	13	1.7170	0:00:01	10.32	21.68	3.26	3.81	0.00	0.00	57.09	1.46	ok	1000	10000	10000	0.00	SH	13	0	1	0	Zero	768	615	615	11574	12135	10344	2	626	610	0	1.21	1.67	1.12	0.41	0.56	0.00	0.70	181	153	764
cp-csh	synthetic	1000	10000	0.02	0	13	2.0053	0:00:02	10.39	21.57	3.14	3.67	0.00	0.00	49.85	1.47	ok	1000	10000	10000	0.00	GapSeed	13	0	1	0	Zero	769	615	615	11458	12000	10250	2	1	610	583	1.20	1.95	0.78	0.47	0.73	0.14	0.75	181	156	764
cp-csh+gap	synthetic	1000	10000	0.02	0	13	1.5750	0:00:01	10.23	21.54	3.04	3.58	0.00	0.00	33.03	1.02	ok	1000	10000	10000	0.00	GapSeed	13	0	1	0	Gap	769	615	615	10503	10906	9497	1	3	610	395	1.09	1.52	0.80	0.45	0.67	0.14	0.40	181	165	764
cp-sh-noprune	synthetic	1000	10000	0.02	1	13	20.3572	0:00:20	52.98	63.98	45.55	46.10	0.00	0.00	73.68	15.47	ok	53	10000	10001	0.00	SH	13	1	0	0	Zero	760	746	746	1540419	1559797	756320	406	0	0	0	155.95	383.55	49.14	3.43	378.74	0.00	1.39	180	28	28
cp-csh-noprune	synthetic	1000	10000	0.02	1	13	8.0431	0:00:08	13.19	24.40	5.96	6.49	0.00	0.00	86.28	7.43	ok	1000	10000	10000	0.00	GapSeed	13	1	0	0	Zero	769	3273	3273	30598	32733	22466	84	0	0	0	3.27	7.82	2.92	4.16	3.17	0.00	0.49	181	171	171
cp-csh+gap-noprune	synthetic	1000	10000	0.02	1	13	5.1855	0:00:05	12.20	23.62	5.18	5.68	0.00	0.00	78.09	4.54	ok	1000	10000	10000	0.00	GapSeed	13	1	0	0	Gap	769	3273	3262	10934	11383	9854	0	0	0	0	1.14	4.97	1.38	4.11	0.44	0.00	0.41	181	179	179
cp-sh	synthetic	1000	10000	0.02	1	13	4.4779	0:00:04	11.75	23.20	4.84	5.49	0.00	0.00	73.24	3.76	ok	1000	10000	10000	0.00	SH	13	1	1	0	Zero	760	746	746	11802	12400	10508	0	1244	744	0	1.24	4.41	2.06	3.28	0.74	0.00	0.39	181	28	1518
cp-csh	synthetic	1000	10000	0.02	1	13	6.6537	0:00:06	12.54	23.68	5.19	5.83	0.00	0.00	85.67	6.21	ok	1000	10000	10000	0.00	GapSeed	13	1	1	0	Zero	769	3273	3273	11363	11888	10178	2	0	1968	1153	1.19	6.59	1.20	4.19	1.66	0.99	0.74	181	171	1509
cp-csh+gap	synthetic	1000	10000	0.02	1	13	6.2103	0:00:06	12.57	23.73	5.25	5.79	0.00	0.00	84.05	5.70	ok	1000	10000	10000	0.00	GapSeed	13	1	1	0	Gap	769	3273	3262	10308	10685	9341	0	0	1968	934	1.07	6.15	0.97	4.23	1.51	0.91	0.41	181	179	1510
cp-sh-noprune	synthetic	1000	10000	0.04	0	12	20.0743	0:00:20	52.39	63.38	44.93	45.51	0.00	0.00	75.62	15.67	ok	112	10000	9997	0.00	SH	12	0	0	0	Zero	832	554	554	829234	847454	416441	1214	0	0	0	84.75	178.95	34.60	0.53	177.20	0.00	1.21	355	278	278
cp-csh-noprune	synthetic	1000	10000	0.04	0	12	20.0425	0:00:20	52.31	63.46	45.04	45.58	0.00	0.00	75.14	15.58	ok	114	10000	9997	0.00	GapSeed	12	0	0	0	Zero	833	555	555	762452	781959	385211	2087	0	0	0	78.20	175.50	34.76	0.50	173.81	0.00	1.18	355	281	281
cp-csh+gap-noprune	synthetic	1000	10000	0.04	0	12	20.0271	0:00:20	31.32	42.58	24.20	24.73	0.00	0.00	73.93	15.31	ok	292	10000	9999	0.00	GapSeed	12	0	0	0	Gap	833	555	555	319605	338869	174871	526	0	0	0	33.89	68.43	15.81	0.56	66.93	0.00	0.94	355	300	300
cp-sh	synthetic	1000	10000	0.04	0	12	2.0379	0:00:02	10.63	21.57	3.25	3.81	0.00	0.00	50.07	1.51	ok	1000	10000	10000	0.00	SH	12	0	1	0	Zero	832	554	554	13822	15059	11796	10	2425	544	0	1.51	1.99	0.37	0.42	0.97	0.00	0.60	355	278	823
cp-csh	synthetic	1000	10000	0.04	0	12	2.1493	0:00:02	10.49	21.51	3.17	3.68	0.00	0.00	70.27	2.00	ok	1000	10000	10000	0.00	GapSeed	12	0	1	0	Zero	833	555	555	13537	14729	11571	10	21	545	498	1.47	2.11	0.63	0.50	1.04	0.14	0.57	355	281	824
cp-csh+gap	synthetic	1000	10000	0.04	0	12	1.8320	0:00:01	10.25	21.57	3.18	3.69	0.00	0.00	56.22	1.51	ok	1000	10000	10000	0.00	GapSeed	12	0	1	0	Gap	833	555	554	11893	12821	10356	4	123	545	241	1.28	1.79	0.49	0.50	0.89	0.14	0.40	355	300	824
cp-sh-noprune	synthetic	1000	10000	0.04	1	12	20.1758	0:00:20	136.62	189.93	129.06	129.58	0.00	0.00	73.36	15.29	ok	19	10000	10001	0.00	SH	12	1	0	0	Zero	798	751	751	3520110	3553305	1679451	3184	0	0	0	355.28	1060.15	111.28	3.38	1055.05	0.00	1.73	356	94	94
cp-csh-noprune	synthetic	1000	10000	0.04	1	12	20.0814	0:00:20	21.58	32.41	13.97	14.56	0.00	0.00	73.16	15.16	ok	600	10000	9999	0.00	GapSeed	12	1	0	0	Zero	833	3131	3131	161011	169927	92784	1010	0	0	0	16.99	33.20	11.64	4.12	28.30	0.00	0.79	355	330	330
cp-csh+gap-noprune	synthetic	1000	10000	0.04	1	12	6.8920	0:00:06	12.63	23.62	5.23	5.75	0.00	0.00	91.18	6.77	ok	1000	10000	10000	0.00	GapSeed	12	1	0	0	Gap	833	3131	3095	24667	27015	19494	24	0	0	0	2.70	6.68	1.44	3.95	2.24	0.00	0.50	355	348	348
cp-sh	synthetic	1000	10000	0.04	1	12	5.2399	0:00:05	11.86	23.21	4.79	5.32	0.00	0.00	86.45	5.02	ok	1000	10000	10000	0.00	SH	12	1	1	0	Zero	801	756	756	14139	15433	12011	6	3679	750	0	1.54	5.20	1.36	3.19	1.26	0.00	0.75	355	88	1590
cp-csh	synthetic	1000	10000	0.04	1	12	6.9186	0:00:06	12.56	23.59	5.20	5.72	0.00	0.00	85.71	6.41	ok	1000	10000	10000	0.00	GapSeed	12	1	1	0	Zero	833	3131	3131	12847	13935	11082	9	9	1863	955	1.39	6.84	1.93	4.18	2.13	1.14	0.53	355	330	1612
cp-csh+gap	synthetic	1000	10000	0.04	1	12	6.1580	0:00:06	12.89	23.76	5.27	5.85	0.00	0.00	84.30	5.68	ok	1000	10000	10000	0.00	GapSeed	12	1	1	0	Gap	833	3131	3095	10850	11627	9570	3	2	1863	657	1.16	6.10	0.51	3.98	1.76	0.95	0.35	355	348	1615
cp-sh-noprune	synthetic	1000	10000	0.04	0	13	20.1454	0:00:20	52.02	63.28	44.94	45.47	0.00	0.00	73.36	15.26	ok	102	10000	9996	0.00	SH	13	0	0	0	Zero	768	493	493	878100	896434	444012	1249	0	0	0	89.64	197.18	35.41	0.52	195.26	0.00	1.40	356	275	275
cp-csh-noprune	synthetic	1000	10000	0.04	0	13	20.2214	0:00:20	52.31	63.51	45.12	45.67	0.00	0.00	74.32	15.49	ok	105	10000	9997	0.00	GapSeed	13	0	0	0	Zero	769	494	494	821046	840706	417181	2106	0	0	0	84.07	192.26	35.48	0.43	190.59	0.00	1.24	356	278	278
cp-csh+gap-noprune	synthetic	1000	10000	0.04	0	13	20.0999	0:00:20	31.14	42.42	24.08	24.59	0.00	0.00	73.73	15.29	ok	250	10000	9999	0.00	GapSeed	13	0	0	0	Gap	769	494	494	371048	391897	202681	592	0	0	0	39.19	80.17	16.72	0.43	78.70	0.00	1.03	355	294	294
cp-sh	synthetic	1000	10000	0.04	0	13	2.0865	0:00:02	10.27	21.65	3.22	3.74	0.00	0.00	49.83	1.53	ok	1000	10000	10000	0.00	SH	13	0	1	0	Zero	768	494	494	14264	15533	12218	10	2654	485	0	1.55	2.05	0.54	0.41	1.00	0.00	0.63	355	275	760
cp-csh	synthetic	1000	10000	0.04	0	13	2.1335	0:00:02	10.53	21.61	3.22	3.73	0.00	0.00	71.24	1.99	ok	1000	10000	10000	0.00	GapSeed	13	0	1	0	Zero	769	494	494	13967	15194	11982	10	28	485	445	1.52	2.09	0.79	0.43	1.03	0.12	0.63	355	277	761
cp-csh+gap	synthetic	1000	10000	0.04	0	13	1.7935	0:00:01	10.08	21.47	3.14	3.66	0.00	0.00	57.05	1.52	ok	1000	10000	10000	0.00	GapSeed	13	0	1	0	Gap	769	494	494	12280	13248	10726	5	194	485	200	1.32	1.74	0.73	0.44	0.92	0.13	0.39	355	295	761
cp-sh-noprune	synthetic	1000	10000	0.04	1	13	20.3043	0:00:20	159.08	189.73	153.95	154.46	0.00	0.00	73.77	15.46	ok	20	10000	10000	0.00	SH	13	1	0	0	Zero	761	710	710	3448822	3480561	1658217	3308	0	0	0	348.03	1013.75	103.91	3.33	1008.71	0.00	1.72	356	101	101
cp-csh-noprune	synthetic	1000	10000	0.04	1	13	20.0431	0:00:20	20.84	32.12	13.77	14.34	0.00	0.00	75.18	15.56	ok	621	10000	9999	0.00	GapSeed	13	1	0	0	Zero	769	2779	2779	161325	170080	94339	945	0	0	0	17.01	32.04	10.48	3.97	27.24	0.00	0.83	355	331	331
cp-csh+gap-noprune	synthetic	1000	10000	0.04	1	13	7.4875	0:00:07	12.87	24.23	5.79	6.33	0.00	0.00	88.27	7.09	ok	1000	10000	10000	0.00	GapSeed	13	1	0	0	Gap	769	2779	2769	29120	31837	22708	32	0	0	0	3.18	7.29	2.43	3.91	2.88	0.00	0.51	355	347	347
cp-sh	synthetic	1000	10000	0.04	1	13	5.2927	0:00:05	12.00	23.19	4.76	5.28	0.00	0.00	86.35	5.01	ok	1000	10000	10000	0.00	SH	13	1	1	0	Zero	760	711	711	14394	15699	12305	7	3718	706	0	1.57	5.25	1.58	3.26	1.25	0.00	0.74	355	99	1512
cp-csh	synthetic	1000	10000	0.04	1	13	6.1799	0:00:06	12.35	23.46	5.05	5.67	0.00	0.00	84.62	5.73	ok	1000	10000	10000	0.00	GapSeed	13	1	1	0	Zero	769	2779	2779	13071	14173	11341	10	9	1677	877	1.42	6.12	0.18	3.78	1.90	0.97	0.45	355	331	1490
cp-csh+gap	synthetic	1000	10000	0.04	1	13	6.0199	0:00:06	12.36	23.47	5.06	5.58	0.00	0.00	83.85	5.54	ok	1000	10000	10000	0.00	GapSeed	13	1	1	0	Gap	769	2779	2769	10953	11740	9718	3	4	1677	565	1.17	5.96	1.44	3.87	1.74	0.93	0.35	355	347	1492
cp-sh-noprune	synthetic	1000	10000	0.06	0	12	20.1346	0:00:20	94.63	105.81	87.36	87.89	0.00	0.00	75.89	15.75	ok	35	10000	9994	0.00	SH	12	0	0	0	Zero	832	456	456	2059078	2089701	996010	4047	0	0	0	208.97	574.18	51.60	0.55	572.03	0.00	1.61	523	376	376
