alg	cnt	n	e	m	k	pf	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	nr	|a|	|b|	r	H	k	md	pr	bf	ed	seeds	matches	f-match	expanded	explored	dbl	ret	prunes	shift	band	precom	align	prune	dist	h0	DM fr
pa	1000000	100	0.1	0	8	1.0	25.0224	0:00:25	267.20	280.23	261.02	262.29	0.00	0.00	61.14	15.79	1000000	100	99	0.00	GapSeed	8	0	1		Gap	12	6	5	121	149	0	2	5	1	1.50	0.00	0.02	0.00	9	7	0.081
pa	1000000	100	0.1	0	9	1.0	23.0033	0:00:23	266.74	279.87	260.88	261.44	0.00	0.00	65.65	15.59	1000000	100	99	0.00	GapSeed	9	0	1		Gap	11	5	5	139	170	0	2	4	1	1.71	0.00	0.02	0.00	9	6	2.004
pa	1000000	100	0.1	0	10	1.0	26.4194	0:00:26	267.36	280.21	261.09	262.37	0.00	0.00	58.25	15.87	1000000	100	99	0.00	GapSeed	10	0	1		Gap	10	4	4	130	163	0	2	3	0	1.64	0.00	0.02	0.00	9	6	0.081
pa	1000000	100	0.1	0	11	1.0	25.0187	0:00:25	266.84	279.87	260.91	261.53	0.00	0.00	59.80	15.43	1000000	100	99	0.00	GapSeed	11	0	1		Gap	9	3	3	165	202	0	3	3	0	2.03	0.00	0.02	0.00	9	6	1.864
pa	1000000	100	0.1	1	7	1.0	72.7233	0:01:12	267.22	280.21	261.11	262.56	0.00	0.00	62.12	45.66	1000000	100	99	0.00	GapSeed	7	1	1		Gap	14	51	46	107	127	0	0	12	0	1.27	0.04	0.03	0.01	9	8	0.082
pa	1000000	100	0.1	1	8	1.0	64.9413	0:01:04	267.24	280.22	260.98	262.48	0.00	0.00	69.83	45.82	1000000	100	99	0.00	GapSeed	8	1	1		Gap	12	38	35	109	130	0	0	10	0	1.30	0.04	0.03	0.01	9	8	0.082
pa	1000000	100	0.1	1	9	1.0	59.4973	0:00:59	267.14	280.23	260.98	262.24	0.00	0.00	76.07	45.76	1000000	100	99	0.00	GapSeed	9	1	1		Gap	11	31	30	110	131	0	0	9	0	1.32	0.03	0.02	0.01	9	8	0.082
pa	1000000	100	0.1	1	10	1.0	52.5844	0:00:52	266.91	280.22	261.18	262.98	0.00	0.00	86.47	45.95	1000000	100	99	0.00	GapSeed	10	1	1		Gap	10	26	25	111	134	0	0	7	0	1.34	0.03	0.02	0.01	9	8	0.082
pa	1000000	100	0.1	1	11	1.0	49.3148	0:00:49	267.12	280.23	261.26	263.03	0.00	0.00	91.37	45.54	1000000	100	99	0.00	GapSeed	11	1	1		Gap	9	22	20	113	137	0	0	6	0	1.37	0.03	0.02	0.00	9	8	0.082
pa	1000000	100	0.1	1	12	1.0	45.5401	0:00:45	267.16	280.22	260.98	262.84	0.00	0.00	34.06	16.00	1000000	100	99	0.00	GapSeed	12	1	1		Gap	8	18	16	116	141	0	0	5	0	1.41	0.02	0.02	0.00	9	8	0.082
pa	1000000	100	0.1	1	13	1.0	43.5252	0:00:43	267.12	280.23	260.98	262.28	0.00	0.00	35.08	15.75	1000000	100	99	0.00	GapSeed	13	1	1		Gap	7	14	13	120	148	1	1	4	0	1.48	0.02	0.02	0.00	9	7	0.082
pa	1000000	100	0.1	1	14	1.0	44.4872	0:00:44	267.00	280.23	260.98	262.23	0.00	0.00	34.50	15.83	1000000	100	99	0.00	GapSeed	14	1	1		Gap	7	13	12	119	147	1	0	4	0	1.47	0.02	0.02	0.00	9	8	0.082
pa	1000000	100	0.1	1	15	1.0	40.8491	0:00:40	266.73	279.88	260.91	261.48	0.00	0.00	36.40	15.35	1000000	100	99	0.00	GapSeed	15	1	1		Gap	6	10	9	142	174	0	2	3	0	1.75	0.02	0.02	0.00	9	7	1.994
pa	1000000	100	0.1	1	16	1.0	39.5918	0:00:39	266.88	279.87	260.90	261.48	0.00	0.00	37.48	15.31	1000000	100	99	0.00	GapSeed	16	1	1		Gap	6	9	8	139	170	0	1	3	0	1.71	0.02	0.02	0.00	9	7	2.009
pa	1000000	100	0.1	1	17	1.0	41.3326	0:00:41	274.21	474.18	260.93	261.51	0.00	0.00	36.99	15.75	1000000	100	99	0.00	GapSeed	17	1	1		Gap	5	7	6	172	211	0	3	2	0	2.12	0.02	0.02	0.00	9	7	1.860
pa	1000000	100	0.2	1	7	1.0	72.4560	0:01:12	268.24	281.34	262.12	262.84	0.00	0.00	62.28	45.61	1000000	100	100	0.00	GapSeed	7	1	1		Gap	14	36	32	136	185	2	6	9	0	1.86	0.03	0.04	0.01	16	14	0.082
pa	1000000	100	0.2	1	8	1.0	67.2766	0:01:07	268.18	281.41	262.11	262.72	0.00	0.00	67.11	45.65	1000000	100	100	0.00	GapSeed	8	1	1		Gap	12	24	22	152	209	2	10	7	0	2.09	0.03	0.04	0.01	16	14	0.087
pa	1000000	100	0.2	1	9	1.0	64.8180	0:01:04	268.06	281.36	262.12	262.73	0.00	0.00	69.97	45.85	1000000	100	100	0.00	GapSeed	9	1	1		Gap	11	18	17	165	227	3	8	6	0	2.27	0.03	0.04	0.00	16	14	0.089
pa	1000000	100	0.2	1	10	1.0	64.9910	0:01:04	268.22	281.36	262.11	262.73	0.00	0.00	69.27	45.51	1000000	100	100	0.00	GapSeed	10	1	1		Gap	10	14	13	184	253	4	9	5	0	2.54	0.02	0.04	0.00	16	13	0.094
pa	1000000	100	0.2	1	11	1.0	66.9099	0:01:06	268.34	281.32	262.14	263.04	0.00	0.00	67.40	45.57	1000000	100	100	0.00	GapSeed	11	1	1		Gap	9	10	10	211	289	5	10	4	0	2.90	0.02	0.04	0.00	16	13	0.099
pa	333333	300	0.01	0	6	1.0	21.5148	0:00:21	225.55	245.38	222.18	223.12	0.00	0.00	71.44	15.86	333333	300	299	0.00	GapSeed	6	0	1		Gap	50	51	48	302	306	0	0	47	42	1.02	0.03	0.04	0.01	3	3	0.215
pa	333333	300	0.01	0	7	1.0	15.8020	0:00:15	225.54	245.05	219.58	220.19	0.00	0.00	92.02	15.02	333333	300	299	0.00	GapSeed	7	0	1		Gap	42	40	39	302	306	0	0	39	34	1.02	0.02	0.02	0.01	3	3	24.236
pa	333333	300	0.01	0	8	1.0	17.3658	0:00:17	225.66	245.39	219.64	220.89	0.00	0.00	88.43	15.84	333333	300	299	0.00	GapSeed	8	0	1		Gap	37	34	34	302	306	0	0	34	30	1.02	0.02	0.03	0.01	3	3	0.214
pa	333333	300	0.01	0	9	1.0	12.9606	0:00:12	225.32	245.05	219.56	220.12	0.00	0.00	90.43	12.21	333333	300	299	0.00	GapSeed	9	0	1		Gap	33	30	30	302	306	0	0	30	26	1.02	0.02	0.02	0.01	3	3	23.987
pa	333333	300	0.01	0	10	1.0	15.0801	0:00:15	225.86	245.39	219.66	220.93	0.00	0.00	94.08	14.66	333333	300	299	0.00	GapSeed	10	0	1		Gap	30	27	27	302	306	0	0	27	23	1.02	0.02	0.03	0.01	3	3	0.214
pa	333333	300	0.01	0	11	1.0	11.5968	0:00:11	225.09	244.93	219.54	220.19	0.00	0.00	89.51	10.85	333333	300	299	0.00	GapSeed	11	0	1		Gap	27	24	24	302	307	0	0	24	20	1.02	0.02	0.02	0.01	3	3	23.724
pa	333333	300	0.01	0	12	1.0	13.4310	0:00:13	225.61	245.39	219.61	220.82	0.00	0.00	93.66	13.06	333333	300	299	0.00	GapSeed	12	0	1		Gap	25	22	22	302	307	0	0	22	18	1.02	0.01	0.02	0.01	3	3	0.214
pa	333333	300	0.01	0	14	1.0	12.6822	0:00:12	225.93	245.40	219.61	221.29	0.00	0.00	90.75	11.99	333333	300	299	0.00	GapSeed	14	0	1		Gap	21	18	18	302	307	0	0	18	14	1.02	0.01	0.02	0.00	3	3	0.214
pa	333333	300	0.01	0	17	1.0	11.3628	0:00:11	225.84	245.40	219.64	221.30	0.00	0.00	93.73	11.15	333333	300	299	0.00	GapSeed	17	0	1		Gap	17	14	14	302	307	0	0	14	10	1.02	0.01	0.02	0.00	3	3	0.213
pa	333333	300	0.01	0	20	1.0	10.7552	0:00:10	225.70	245.39	222.14	223.10	49.29	0.00	88.79	10.04	333333	300	299	0.00	GapSeed	20	0	1		Gap	15	12	12	302	307	0	0	12	8	1.03	0.01	0.02	0.00	3	3	0.213
pa	333333	300	0.01	0	25	1.0	9.6426	0:00:09	225.74	245.40	219.56	220.84	0.00	0.00	93.03	9.45	333333	300	299	0.00	GapSeed	25	0	1		Gap	12	9	9	302	307	0	0	9	6	1.03	0.01	0.02	0.00	3	3	0.212
pa	333333	300	0.01	0	31	1.0	8.2100	0:00:08	225.58	245.40	219.61	220.67	0.00	0.00	90.37	7.90	333333	300	299	0.00	GapSeed	31	0	1		Gap	9	6	6	302	308	0	0	6	3	1.03	0.01	0.02	0.00	3	2	0.211
pa	333333	300	0.05	0	6	1.0	22.3948	0:00:22	225.09	244.73	218.98	220.17	0.00	0.00	68.80	15.90	333333	300	300	0.00	GapSeed	6	0	1		Gap	50	43	40	311	341	0	0	38	22	1.14	0.02	0.04	0.01	13	12	0.131
pa	333333	300	0.05	0	7	1.0	17.1334	0:00:17	224.43	244.29	218.93	219.52	0.00	0.00	88.13	15.58	333333	300	300	0.00	GapSeed	7	0	1		Gap	42	32	31	314	346	0	0	30	16	1.16	0.02	0.03	0.01	13	12	4.714
pa	333333	300	0.05	0	8	1.0	18.3115	0:00:18	225.23	244.74	219.03	220.21	0.00	0.00	83.34	15.74	333333	300	300	0.00	GapSeed	8	0	1		Gap	37	26	26	314	348	0	0	25	13	1.16	0.02	0.04	0.01	13	12	0.130
pa	333333	300	0.05	0	9	1.0	15.1108	0:00:15	224.33	244.29	218.88	219.42	0.00	0.00	93.64	14.64	333333	300	300	0.00	GapSeed	9	0	1		Gap	33	22	22	321	356	0	1	22	10	1.19	0.02	0.03	0.01	13	11	4.197
pa	333333	300	0.05	0	10	1.0	16.9481	0:00:16	225.38	244.76	219.52	220.60	0.00	0.00	89.50	15.66	333333	300	300	0.00	GapSeed	10	0	1		Gap	30	19	19	319	356	0	1	19	8	1.19	0.01	0.04	0.00	13	11	0.129
pa	333333	300	0.05	0	11	1.0	14.2218	0:00:14	225.04	244.40	218.90	219.49	0.00	0.00	94.86	13.98	333333	300	300	0.00	GapSeed	11	0	1		Gap	27	16	16	331	371	0	2	16	6	1.24	0.01	0.03	0.00	13	11	3.790
pa	333333	300	0.05	0	12	1.0	15.6045	0:00:15	225.36	244.81	219.08	220.28	0.00	0.00	95.16	15.33	333333	300	300	0.00	GapSeed	12	0	1		Gap	25	14	14	325	366	1	2	14	5	1.22	0.01	0.03	0.00	13	11	0.128
pa	333333	300	0.05	0	14	1.0	15.5958	0:00:15	225.33	244.82	219.63	221.10	0.00	0.00	94.88	15.29	333333	300	300	0.00	GapSeed	14	0	1		Gap	21	11	11	334	380	1	5	10	3	1.27	0.01	0.04	0.00	13	10	0.126
pa	333333	300	0.05	0	17	1.0	15.9486	0:00:15	225.39	244.81	219.56	220.63	0.00	0.00	92.92	15.29	333333	300	300	0.00	GapSeed	17	0	1		Gap	17	8	7	353	408	1	9	7	1	1.36	0.01	0.04	0.00	13	10	0.125
pa	333333	300	0.05	0	20	1.0	16.3500	0:00:16	225.32	244.79	219.09	220.43	0.00	0.00	93.04	15.70	333333	300	300	0.00	GapSeed	20	0	1		Gap	15	6	6	373	437	1	11	5	1	1.46	0.01	0.04	0.00	13	9	0.126
pa	333333	300	0.1	0	6	1.0	27.3582	0:00:27	224.93	244.39	218.63	219.36	0.00	0.00	55.60	15.70	333333	300	299	0.00	GapSeed	6	0	1		Gap	50	34	31	349	426	1	9	29	10	1.42	0.02	0.06	0.01	26	21	0.116
pa	333333	300	0.1	0	7	1.0	24.9441	0:00:24	224.54	243.99	218.60	219.18	0.00	0.00	60.90	15.69	333333	300	299	0.00	GapSeed	7	0	1		Gap	42	24	23	405	496	0	24	22	6	1.66	0.02	0.06	0.01	26	20	2.036
pa	333333	300	0.1	0	8	1.0	29.0457	0:00:29	224.74	244.37	218.61	219.34	0.00	0.00	52.57	15.75	333333	300	299	0.00	GapSeed	8	0	1		Gap	37	19	19	400	501	2	34	18	4	1.67	0.01	0.07	0.01	26	19	0.121
pa	333333	300	0.1	0	9	1.0	30.7694	0:00:30	224.42	244.03	218.60	219.17	0.00	0.00	48.23	15.34	333333	300	299	0.00	GapSeed	9	0	1		Gap	33	15	15	546	667	0	63	14	3	2.23	0.01	0.08	0.01	26	19	1.762
pa	333333	300	0.1	0	10	1.0	34.9320	0:00:34	225.00	244.39	218.66	219.36	0.00	0.00	43.66	15.72	333333	300	299	0.00	GapSeed	10	0	1		Gap	30	12	12	496	633	4	65	12	2	2.11	0.01	0.09	0.00	26	18	0.135
pa	333333	300	0.1	0	11	1.0	44.4404	0:00:44	224.61	244.04	218.64	219.24	0.00	0.00	33.94	15.56	333333	300	299	0.00	GapSeed	11	0	1		Gap	27	10	10	855	1020	0	108	10	1	3.40	0.01	0.12	0.01	26	17	1.609
pa	333333	300	0.1	1	7	1.0	83.7574	0:01:23	224.89	244.50	218.70	219.44	0.00	0.00	89.30	75.28	333333	300	299	0.00	GapSeed	7	1	1		Gap	42	181	150	324	387	1	6	36	0	1.29	0.15	0.10	0.05	26	25	0.114
pa	333333	300	0.1	1	8	1.0	72.1587	0:01:12	224.81	244.47	218.72	219.47	0.00	0.00	62.86	45.86	333333	300	299	0.00	GapSeed	8	1	1		Gap	37	126	117	329	395	1	7	31	0	1.32	0.13	0.08	0.03	26	24	0.114
pa	333333	300	0.1	1	9	1.0	63.9298	0:01:03	224.96	244.46	218.70	219.48	0.00	0.00	70.57	45.60	333333	300	299	0.00	GapSeed	9	1	1		Gap	33	99	95	334	404	2	9	27	0	1.35	0.11	0.07	0.03	26	24	0.115
pa	333333	300	0.1	1	10	1.0	60.0258	0:01:00	224.62	244.46	218.71	219.42	0.00	0.00	74.93	45.48	333333	300	299	0.00	GapSeed	10	1	1		Gap	30	81	80	341	414	2	10	23	0	1.38	0.11	0.07	0.02	26	24	0.116
pa	333333	300	0.1	1	11	1.0	56.5110	0:00:56	225.01	244.48	218.71	219.43	0.00	0.00	79.73	45.54	333333	300	299	0.00	GapSeed	11	1	1		Gap	27	68	66	349	428	3	15	20	0	1.43	0.10	0.07	0.02	26	24	0.116
pa	333333	300	0.1	1	12	1.0	52.8823	0:00:52	224.91	244.45	218.68	219.44	0.00	0.00	84.73	45.31	333333	300	299	0.00	GapSeed	12	1	1		Gap	25	57	57	358	441	3	16	18	0	1.47	0.09	0.07	0.02	26	23	0.118
pa	333333	300	0.1	1	13	1.0	52.4995	0:00:52	224.82	244.48	218.71	219.44	0.00	0.00	85.73	45.51	333333	300	299	0.00	GapSeed	13	1	1		Gap	23	49	48	370	459	4	21	16	0	1.53	0.09	0.07	0.01	26	23	0.119
pa	333333	300	0.1	1	14	1.0	51.1980	0:00:51	224.74	244.48	218.72	219.44	0.00	0.00	87.72	45.39	333333	300	299	0.00	GapSeed	14	1	1		Gap	21	41	40	387	483	4	29	13	0	1.61	0.08	0.07	0.01	26	22	0.120
pa	333333	300	0.1	1	15	1.0	47.9645	0:00:47	224.56	244.10	218.70	219.26	0.00	0.00	93.18	45.18	333333	300	299	0.00	GapSeed	15	1	1		Gap	20	36	36	456	561	0	34	12	0	1.87	0.07	0.07	0.01	26	22	1.901
pa	333333	300	0.1	1	16	1.0	49.3559	0:00:49	224.64	244.04	218.64	219.21	0.00	0.00	90.59	45.20	333333	300	299	0.00	GapSeed	16	1	1		Gap	18	30	29	528	647	1	54	10	0	2.16	0.07	0.08	0.01	26	21	1.793
pa	333333	300	0.1	1	17	1.0	50.9188	0:00:50	224.50	244.10	218.70	219.25	0.00	0.00	87.53	45.05	333333	300	299	0.00	GapSeed	17	1	1		Gap	17	26	25	579	708	1	60	9	0	2.36	0.07	0.08	0.01	26	21	1.741
pa	333333	300	0.2	1	7	1.0	82.2750	0:01:22	224.86	244.25	218.54	219.84	0.00	0.00	91.36	75.62	333333	300	300	0.00	GapSeed	7	1	1		Gap	42	136	106	433	594	7	86	30	0	1.98	0.12	0.12	0.03	47	42	0.118
pa	333333	300	0.2	1	8	1.0	79.6959	0:01:19	224.73	244.29	218.53	219.63	0.00	0.00	94.21	75.55	333333	300	300	0.00	GapSeed	8	1	1		Gap	37	84	75	492	676	10	108	24	0	2.26	0.10	0.13	0.02	47	41	0.127
pa	333333	300	0.2	1	9	1.0	79.0529	0:01:19	224.76	244.22	218.53	219.62	0.00	0.00	95.05	75.65	333333	300	300	0.00	GapSeed	9	1	1		Gap	33	59	56	584	800	13	141	20	0	2.67	0.09	0.14	0.02	47	40	0.140
pa	333333	300	0.2	1	10	1.0	40.8087	0:00:40	224.54	244.21	218.48	219.47	0.00	0.00	37.18	15.65	
pa	333333	300	0.2	1	11	1.0	97.0297	0:01:37	224.84	244.29	218.59	219.88	0.00	0.00	76.76	74.97	333333	300	300	0.00	GapSeed	11	1	1		Gap	27	34	33	960	1280	24	245	14	0	4.27	0.08	0.21	0.01	47	38	0.188
pa	100000	1000	0.01	0	6	1.0	21.3346	0:00:21	204.68	217.04	198.60	200.01	0.00	0.00	72.28	15.91	100000	1000	1000	0.00	GapSeed	6	0	1		Gap	166	198	164	1004	1022	0	0	157	136	1.02	0.09	0.12	0.04	9	9	0.273
pa	100000	1000	0.01	0	7	1.0	15.2838	0:00:15	204.53	216.59	198.52	199.10	0.00	0.00	94.03	14.85	100000	1000	1000	0.00	GapSeed	7	0	1		Gap	142	142	135	1004	1022	0	0	133	117	1.02	0.08	0.07	0.03	9	9	24.211
pa	100000	1000	0.01	0	8	1.0	16.6166	0:00:16	204.79	217.02	198.70	199.86	0.00	0.00	90.44	15.52	100000	1000	1000	0.00	GapSeed	8	0	1		Gap	125	118	117	1005	1023	0	0	116	101	1.02	0.06	0.10	0.03	9	9	0.273
pa	100000	1000	0.01	0	9	1.0	13.2484	0:00:13	204.42	216.63	198.46	199.01	0.00	0.00	94.28	12.98	100000	1000	1000	0.00	GapSeed	9	0	1		Gap	111	103	103	1005	1023	0	0	102	88	1.02	0.06	0.06	0.03	9	9	23.666
pa	100000	1000	0.01	0	10	1.0	14.6366	0:00:14	204.66	216.92	198.55	199.71	0.00	0.00	93.19	14.11	100000	1000	1000	0.00	GapSeed	10	0	1		Gap	100	92	91	1005	1023	0	0	91	77	1.02	0.05	0.09	0.02	9	9	0.273
pa	100000	1000	0.01	0	11	1.0	10.8774	0:00:10	204.39	216.52	198.46	199.07	0.00	0.00	91.57	10.45	100000	1000	1000	0.00	GapSeed	11	0	1		Gap	90	82	81	1005	1024	0	0	81	67	1.02	0.05	0.05	0.02	9	9	23.127
pa	100000	1000	0.01	0	12	1.0	12.4783	0:00:12	204.51	216.93	198.55	199.79	0.00	0.00	89.78	11.70	100000	1000	1000	0.00	GapSeed	12	0	1		Gap	83	74	74	1005	1024	0	0	74	61	1.02	0.04	0.08	0.02	9	9	0.272
pa	100000	1000	0.01	0	14	1.0	11.9959	0:00:11	204.79	216.92	198.48	199.49	0.00	0.00	89.26	11.19	100000	1000	1000	0.00	GapSeed	14	0	1		Gap	71	62	62	1005	1025	0	0	62	49	1.03	0.04	0.07	0.01	9	9	0.271
pa	100000	1000	0.01	0	17	1.0	10.2665	0:00:10	204.62	216.92	198.66	199.97	0.00	0.00	92.93	10.03	100000	1000	1000	0.00	GapSeed	17	0	1		Gap	58	49	49	1006	1025	0	0	49	37	1.03	0.03	0.07	0.01	9	9	0.271
pa	100000	1000	0.01	0	20	1.0	10.0360	0:00:10	204.75	216.95	198.60	199.67	0.00	0.00	88.58	9.38	100000	1000	1000	0.00	GapSeed	20	0	1		Gap	50	41	41	1006	1026	0	0	41	29	1.03	0.03	0.06	0.01	9	9	0.270
pa	100000	1000	0.01	0	25	1.0	9.1132	0:00:09	204.80	216.89	198.48	199.39	0.00	0.00	91.64	8.81	100000	1000	1000	0.00	GapSeed	25	0	1		Gap	40	31	31	1007	1028	0	0	31	21	1.03	0.03	0.06	0.01	9	8	0.268
pa	100000	1000	0.01	0	31	1.0	8.4081	0:00:08	204.73	216.91	198.47	199.46	0.00	0.00	88.13	7.88	100000	1000	1000	0.00	GapSeed	31	0	1		Gap	32	24	24	1009	1030	0	0	24	14	1.03	0.02	0.06	0.01	9	8	0.265
pa	100000	1000	0.05	0	6	1.0	22.3479	0:00:22	204.82	217.09	199.06	200.48	74.62	0.00	67.57	15.57	100000	1000	999	0.00	GapSeed	6	0	1		Gap	166	171	137	1037	1143	1	1	128	73	1.14	0.08	0.14	0.03	44	40	0.168
pa	100000	1000	0.05	0	7	1.0	17.1205	0:00:17	204.44	216.68	198.59	199.15	0.00	0.00	90.42	15.96	100000	1000	999	0.00	GapSeed	7	0	1		Gap	142	115	108	1051	1163	0	2	104	57	1.16	0.07	0.10	0.03	44	39	4.922
pa	100000	1000	0.05	0	8	1.0	18.0157	0:00:18	204.59	217.05	198.70	200.51	0.48	0.00	83.59	15.55	100000	1000	999	0.00	GapSeed	8	0	1		Gap	125	92	90	1052	1169	2	4	88	44	1.17	0.05	0.12	0.02	44	39	0.167
